Ticker,MA1,MA2,RSI,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Profit Percentage,Buy Prices,Sell Prices
DEVIT,14,30,14,1,1,0,67464,67.46,32.0,101.0
DEVYANI,14,30,14,0,0,0,0,0.0,,
DHAMPURSUG,14,30,14,3,1,2,3770,3.77,"135.60000610351562, 65.75, 355.6499938964844","62.95000076293945, 136.14999389648438, 213.10000610351562"
DHANBANK,14,30,14,1,0,1,-10074,-10.07,40.04999923706055,26.700000762939453
DHANI,14,30,14,1,1,0,50274,50.27,110.48796844482422,296.54998779296875
DHANUKA,14,30,14,1,0,1,-2964,-2.96,781.0999755859375,701.4000244140625
DHUNINV,14,30,14,1,1,0,41516,41.52,105.9000015258789,249.39999389648438
DIACABS,14,30,14,1,0,1,-9980,-9.98,11540.0,6480.0
DIAMONDYD,14,30,14,0,0,0,0,0.0,,
DICIND,14,30,14,2,2,0,12603,12.6,"220.5500030517578, 355.95001220703125","226.0500030517578, 474.45001220703125"
DIGISPICE,14,30,14,1,0,1,-9711,-9.71,37.650001525878906,26.899999618530273
DISHTV,14,30,14,0,0,0,0,0.0,,
DIVISLAB,14,30,14,2,1,1,44574,44.57,"374.875, 1305.9000244140625","308.4750061035156, 3630.39990234375"
DIXON,14,30,14,1,1,0,57911,57.91,914.280029296875,2681.550048828125
DLF,14,30,14,0,0,0,0,0.0,,
DLINKINDIA,14,30,14,0,0,0,0,0.0,,
DMART,14,30,14,0,0,0,0,0.0,,
DMCC,14,30,14,0,0,0,0,0.0,,
DODLA,14,30,14,0,0,0,0,0.0,,
DOLATALGO,14,30,14,0,0,0,0,0.0,,
DOLLAR,14,30,14,1,0,1,-3230,-3.23,351.79998779296875,315.75
DOLPHIN,14,30,14,2,0,2,-23756,-23.76,"2672.800048828125, 1528.800048828125","1722.0, 826.4000244140625"
DONEAR,14,30,14,0,0,0,0,0.0,,
DPABHUSHAN,14,30,14,1,1,0,106507,106.51,63.5,283.1499938964844
